City,Toronto,,,,,,,,,,Pheonix,,,,,,,,,,Las Vegas,,,,,,,,,
k,10,20,30,40,50,60,70,80,90,100,10,20,30,40,50,60,70,80,90,100,10,20,30,40,50,60,70,80,90,100
USG,0.028207562,0.045422025,0.060669976,0.072553318,0.085093549,0.097684209,0.107773141,0.117915348,0.127017421,0.136054828,0.027497408,0.048000238,0.06500064,0.080868103,0.094488236,0.107784569,0.11945523,0.131929101,0.143662621,0.154604784,0.034475046,0.056869508,0.073887501,0.089003745,0.102104331,0.114941109,0.126926053,0.137570029,0.147309849,0.156591144
GeoSoCa,0.012180953,0.019784661,0.025947459,0.029984,0.034432144,0.038101034,0.042167248,0.045251839,0.048906571,0.051435023,0.014774887,0.024008366,0.031460337,0.038452237,0.043916989,0.048862914,0.053291412,0.057033431,0.060227605,0.063567516,0.017304431,0.027503989,0.034757713,0.041493614,0.047129505,0.052239525,0.057054265,0.061363198,0.06527966,0.068912709
RankGeoFM,0.031138102,0.055451924,0.073203251,0.09100862,0.105585982,0.119047086,0.130664635,0.142921173,0.153002331,0.162473121,0.035600479,0.060005434,0.081570488,0.099960251,0.116558101,0.131536589,0.147143177,0.160859095,0.171873479,0.183964267,0.042981021,0.069822748,0.08993517,0.107191421,0.122365789,0.136976852,0.149339997,0.160985791,0.171571748,0.181629299
MF,0.000530283,0.000925072,0.001786261,0.002392986,0.003209625,0.003656459,0.004217987,0.005578867,0.005886845,0.006305625,0.000460731,0.0010125,0.00129301,0.001566137,0.001892044,0.002129221,0.002346984,0.0026521,0.002952293,0.003393726,0.000134248,0.000324232,0.00049125,0.000603393,0.000720679,0.000861141,0.001062756,0.001488657,0.001633215,0.00177861
WRMF,0.018296358,0.033091229,0.046218169,0.058184872,0.0695083,0.081012481,0.090504156,0.100177149,0.109488395,0.118088538,0.017093002,0.03170764,0.04282919,0.052987075,0.06233543,0.071088798,0.079154233,0.087112191,0.094489895,0.101199024,0.008139896,0.015153713,0.022023091,0.028472684,0.034519045,0.040297361,0.045104786,0.050727991,0.055585741,0.060754686
GeoMF,0.002603487,0.004773744,0.006743233,0.008701715,0.010107942,0.012224959,0.014042962,0.01629997,0.018238219,0.019934593,0.003285337,0.006265617,0.008743981,0.010796157,0.013214503,0.015472486,0.017677218,0.019573099,0.021777773,0.023733295,0.002083558,0.003986186,0.00593866,0.007852559,0.009899683,0.011642553,0.01328336,0.014820522,0.016643309,0.018247528
LORE,0.010791678,0.017370357,0.021898766,0.025698382,0.029387272,0.032177663,0.034513454,0.036937879,0.039423218,0.04151544,0.013158879,0.022215074,0.028900227,0.033767511,0.038102065,0.042043739,0.044636526,0.047858108,0.050124036,0.052030981,,,,,,,,,,
GEARP,0.026529,0.046219,0.060913,0.073958,0.087056,0.09755,0.107466,0.117372,0.12726,0.135736,0.030294,0.053988,0.074222,0.093425,0.110811,0.125718,0.141048,0.154215,0.168012,0.178804,,,,,,,,,,
